year,make,model,price,mileage,color,url,body_type
2023,Nissan,Qashqai,$CALL,134025,blue,https://www.carpages.ca/used-cars/ontario/bradford/2023-nissan-qashqai-12903920/,Hatchback
2018,Volkswagen,Golf,$CALL,152000,black,https://www.carpages.ca/used-cars/ontario/waterloo/2018-volkswagen-golf-12861749/,Hatchback
2018,Volkswagen,Golf,$CALL,120000,white,https://www.carpages.ca/used-cars/ontario/waterloo/2018-volkswagen-golf-12848609/,Hatchback
2017,Mazda,MAZDA3,$CALL,136000,gray,https://www.carpages.ca/used-cars/ontario/waterloo/2017-mazda-mazda3-12736353/,Hatchback
2019,Hyundai,Accent,$CALL,141173,Other,https://www.carpages.ca/used-cars/ontario/kingston/2019-hyundai-accent-12631632/,Hatchback
2011,Chevrolet,HHR,$CALL,116000,white,https://www.carpages.ca/used-cars/ontario/st-catharines/2011-chevrolet-hhr-11879051/,Hatchback
2009,Mercedes-Benz,B-Class,$CALL,105427,silver,https://www.carpages.ca/used-cars/british-columbia/port-coquitlam/2009-mercedes-benz-b-class-10737323/,Hatchback
2016,Nissan,Versa,$CALL,88795,gray,https://www.carpages.ca/used-cars/british-columbia/port-coquitlam/2016-nissan-versa-10718108/,Hatchback
2008,Cadillac,SRX,$CALL,196130,red,https://www.carpages.ca/used-cars/ontario/scarborough/2008-cadillac-srx-7979855/,Hatchback
2016,Tesla,Model,$CALL,37462,black,https://www.carpages.ca/used-cars/british-columbia/vancouver/2016-tesla-model-x-4977552/,Hatchback
2013,Hyundai,Elantra,$CALL,56324,Other,https://www.carpages.ca/used-cars/ontario/collingwood/2013-hyundai-elantra-2396568/,Hatchback
2012,Toyota,Prius,"$10,995",166112,white,https://www.carpages.ca/used-cars/british-columbia/richmond/2012-toyota-prius-13299275/,Hatchback
2023,Tesla,Model,"$50,000",41000,black,https://www.carpages.ca/used-cars/british-columbia/vancouver/2023-tesla-model-y-13299083/,Hatchback
2018,Subaru,Impreza,"$18,995",96250,white,https://www.carpages.ca/used-cars/british-columbia/north-vancouver/2018-subaru-impreza-13297817/,Hatchback
2023,Kia,Soul,"$22,998",35029,black,https://www.carpages.ca/used-cars/british-columbia/coquitlam/2023-kia-soul-13297343/,Hatchback
2018,Mazda,MAZDA3,"$14,995",147442,gray,https://www.carpages.ca/used-cars/british-columbia/vancouver/2018-mazda-mazda3-13296446/,Hatchback
2018,Hyundai,Elantra,"$15,995",83201,white,https://www.carpages.ca/used-cars/ontario/carleton-place/2018-hyundai-elantra-13295823/,Hatchback
2017,Volkswagen,Golf,"$21,477",143204,black,https://www.carpages.ca/used-cars/nova-scotia/halifax/2017-volkswagen-golf-13295550/,Hatchback
2026,Volkswagen,Golf,"$45,772.50",25,white,https://www.carpages.ca/new-cars/british-columbia/coquitlam/2026-volkswagen-golf-13295111/,Hatchback
2011,Kia,Soul,"$6,998",187476,white,https://www.carpages.ca/used-cars/british-columbia/coquitlam/2011-kia-soul-13294493/,Hatchback
2018,Ford,Focus,"$15,806.50",118739,white,https://www.carpages.ca/used-cars/ontario/ottawa/2018-ford-focus-13294157/,Hatchback
2016,Chevrolet,Spark,"$8,498",69309,white,https://www.carpages.ca/used-cars/british-columbia/vancouver/2016-chevrolet-spark-13292189/,Hatchback
2020,Chevrolet,Spark,"$16,995",56708,red,https://www.carpages.ca/used-cars/nova-scotia/bridgewater/2020-chevrolet-spark-13291253/,Hatchback
2018,Kia,Soul,"$14,595",85533,Other,https://www.carpages.ca/used-cars/ontario/gloucester/2018-kia-soul-13289618/,Hatchback
2025,Mazda,MAZDA3,"$32,995",6,black,https://www.carpages.ca/new-cars/ontario/scarborough/2025-mazda-mazda3-13287074/,Hatchback
2020,Hyundai,IONIQ,"$18,998",62391,silver,https://www.carpages.ca/used-cars/prince-edward-island/charlottetown/2020-hyundai-ioniq-13286540/,Hatchback
2017,Chevrolet,Cruze,"$11,998",133320,black,https://www.carpages.ca/used-cars/british-columbia/coquitlam/2017-chevrolet-cruze-13286294/,Hatchback
2019,Volkswagen,Golf,"$19,806.50",83122,black,https://www.carpages.ca/used-cars/ontario/ottawa/2019-volkswagen-golf-13285859/,Hatchback
2019,Volkswagen,Golf,"$17,989",65671,white,https://www.carpages.ca/used-cars/british-columbia/richmond/2019-volkswagen-golf-13277918/,Hatchback
2016,Volkswagen,Golf,"$16,995",78125,silver,https://www.carpages.ca/used-cars/british-columbia/richmond/2016-volkswagen-golf-13277822/,Hatchback
2022,Mazda,MAZDA3,"$24,998",29988,blue,https://www.carpages.ca/used-cars/british-columbia/richmond/2022-mazda-mazda3-13277819/,Hatchback
2026,Volvo,V90,"$79,160",100,white,https://www.carpages.ca/new-cars/nova-scotia/halifax/2026-volvo-v90-13277450/,Hatchback
2026,Volvo,V60,"$73,120",100,silver,https://www.carpages.ca/new-cars/nova-scotia/halifax/2026-volvo-v60-13277447/,Hatchback
2024,Subaru,Impreza,"$31,995",37987,black,https://www.carpages.ca/used-cars/nova-scotia/halifax/2024-subaru-impreza-13277432/,Hatchback
2019,Kia,Soul,"$15,989",80036,gray,https://www.carpages.ca/used-cars/newfoundland-and-labrador/st-john-s/2019-kia-soul-13277324/,Hatchback
2022,Chevrolet,Spark,"$18,995",74909,red,https://www.carpages.ca/used-cars/nova-scotia/bridgewater/2022-chevrolet-spark-13277300/,Hatchback
2021,Kia,Soul,"$19,998",84964,blue,https://www.carpages.ca/used-cars/british-columbia/coquitlam/2021-kia-soul-13276826/,Hatchback
2022,Kia,Rio,"$16,998",17585,white,https://www.carpages.ca/used-cars/british-columbia/coquitlam/2022-kia-rio-13276823/,Hatchback
2016,Scion,iM,"$16,117",88990,red,https://www.carpages.ca/used-cars/ontario/burlington/2016-scion-im-13276790/,Hatchback
2015,Kia,Forte5,"$10,998",110328,black,https://www.carpages.ca/used-cars/british-columbia/coquitlam/2015-kia-forte5-13276787/,Hatchback
2020,Honda,Civic,"$28,980",53549,polished,https://www.carpages.ca/used-cars/british-columbia/burnaby/2020-honda-civic-13270775/,Hatchback
2017,Nissan,Leaf,"$11,998",88655,gray,https://www.carpages.ca/used-cars/ontario/peterborough/2017-nissan-leaf-13270013/,Hatchback
2013,Honda,Fit,"$9,995",122021,white,https://www.carpages.ca/used-cars/prince-edward-island/charlottetown/2013-honda-fit-13269854/,Hatchback
